사업장명,소재지전체주소,도로명전체주소,도로명우편번호,자연환경,숙소환경,테마,지역코드,좌표정보(x),좌표정보(y),COL1,COL2,COL3
타이거스피드 안녕오토캠핑장,경상남도 창원시 마산합포구 구산면 옥계리 471-2,경상남도 창원시 마산합포구 구산면 안녕로 329 (외2필지),51779,강,글램핑,연인,17,345858.0947,179927.6414,,,
창원 휴양림 오토 캠핑장,경상남도 창원시 마산합포구 구산면 석곡리 산 104,경상남도 창원시 마산합포구 구산면 석곡로 342-2,51779,바다,이지캠핑,키즈,17,343132.3494,180206.357,,,
진북편백골관광농원캠핑장,경상남도 창원시 마산합포구 진북면 금산리 437,경상남도 창원시 마산합포구 진북면 금산길 209-81,51786,호수,카라반,반려동물,17,331503.5611,184890.6981,,,
돌담캠핑장,경상남도 창원시 마산합포구 진동면 인곡리 726 외9필지,경상남도 창원시 마산합포구 진동면 입곡길 326 (외9필지),51789,산,캠핑,가족,17,338167.039,182917.3153,,,
산청펫글램핑,경상남도 산청군 금서면 자혜리 443,경상남도 산청군 금서면 화계오봉로 349-35,52228,강,글램핑,연인,17,270561.0571,215736.4025,,,
트리하우스계곡야영장,강원도 홍천군 내촌면 와야리 산 75,강원도 홍천군 내촌면 아홉사리로 1740,25162,바다,이지캠핑,키즈,4,300802.8288,480420.8956,,,
젤리캠핑장,경기도 안산시 단원구 대부남동 1126-77,경기도 안산시 단원구 중우물1길 12 (대부남동),15653,호수,카라반,반려동물,3,160651.3177,413037.5561,,,
양주 두리캠핑장,경기도 양주시 마전동 183,경기도 양주시 마전로212번길 79-72 (마전동),11496,산,캠핑,가족,3,205085.1626,475182.2794,,,
새움정,경상북도 예천군 보문면 옥천리 235 감천초등학교옥천분교장,"경상북도 예천군 보문면 옥천길 30, 감천초등학교옥천분교장",36812,강,글램핑,연인,16,338956.6883,357627.1118,,,
한성연수원 야영장,경상북도 문경시 마성면 하내리 754-1,경상북도 문경시 마성면 하내2길 55,36926,바다,이지캠핑,키즈,16,296518.7193,352009.4657,,,
대기리 숲속 관광농원,강원도 강릉시 왕산면 대기리 1948,강원도 강릉시 왕산면 바람부리길 69,25642,호수,카라반,반려동물,4,351929.8281,456983.5872,,,
캠핑소리251,경기도 가평군 설악면 엄소리 25-1,경기도 가평군 설악면 묵안로 350,12470,산,캠핑,가족,3,245062.8767,459974.1353,,,
코뿔소글램핑,강원도 평창군 방림면 계촌리 867,강원도 평창군 방림면 삼형제길 279-61,25364,강,글램핑,연인,4,313950.1271,441923.9361,,,
배티하우스,경상남도 합천군 쌍책면 사양리 665,경상남도 합천군 쌍책면 황강옥전로 1062-50,50250,바다,이지캠핑,키즈,17,314747.7253,235048.2741,,,
성보촌 캠핑장,경상북도 문경시 호계면 호계리 23,경상북도 문경시 호계면 상무로 377,36930,호수,카라반,반려동물,16,306758.3234,350039.7722,,,
룰루랄라 캠핑장,경기도 용인시 처인구 해곡동 230,경기도 용인시 처인구 동부로729번길 97 (해곡동),17142,산,캠핑,가족,3,224056.8939,410526.1108,,,
몽고몽고글램핑,강원도 홍천군 남면 남노일리 235-1,강원도 홍천군 남면 남노일로 1162,25105,강,글램핑,연인,4,266698.5791,464504.2067,,,
나주 죽산보 오토캠핑장,전라남도 나주시 다시면 죽산리 123-2,"전라남도 나주시 우정로 10, 바동 3층 303호 (빛가람동)",58322,바다,이지캠핑,키즈,11,165965.3812,163606.6297,,,
그레이스 글램핑,강원도 춘천시 남산면 강촌리 609-1,강원도 춘천시 남산면 북한강변길 888,24465,호수,카라반,반려동물,4,253610.8856,480793.5327,,,
푸른산페어웨이,"경기도 포천시 영북면 산정리 515-7 ,514-2,515-9,515-10",경기도 포천시 영북면 산정호수로 359-42,11103,산,캠핑,가족,3,227163.0326,507502.6348,,,
아만다글램핑장,경기도 가평군 조종면 운악리 292-2,경기도 가평군 조종면 와곡길 120,12432,바다,이지캠핑,키즈,3,231151.769,485313.2579,,,
연인산 다목적 캠핑장,경기도 가평군 북면 백둔리 349-5 연인산캠핑장,"경기도 가평군 북면 백둔로 441, 연인산캠핑장",12406,호수,카라반,반려동물,3,240586.7078,488876.458,,,
캠프 인디오,강원도 홍천군 동면 후동리 565-1,강원도 홍천군 동면 후동길128번길 53,25153,산,캠핑,가족,4,282029.737,460969.3615,,,
함양라온캠핑장,경상남도 함양군 서하면 황산리 5 황석산청소년수련원,"경상남도 함양군 서하면 육십령로 2991, 황석산청소년수련원",50004,강,글램핑,연인,17,270027.5251,236464.0063,,,
해울림영농조합법인,전라남도 고흥군 금산면 신평리 1001-9,전라남도 고흥군 금산면 평산길 94,59565,바다,이지캠핑,키즈,11,216166.4359,110287.8036,,,
수하 캠핑파크,강원도 홍천군 서석면 수하리 743-3 수하캠핑파크,"강원도 홍천군 서석면 행치령로 702, 수하캠핑파크",25165,산,캠핑,가족,4,302659.6972,474068.1818,,,
The하루만캠핑장,충청북도 괴산군 청천면 신월리 130,충청북도 괴산군 청천면 괴산로상신5길 6-10,28064,강,글램핑,연인,8,269928.3439,348442.3664,,,
여울지숲속캠핑장,경기도 김포시 하성면 석탄리 242-10,경기도 김포시 하성면 오정동로 121-15,10012,바다,이지캠핑,키즈,3,169477.014,469259.0097,,,
용인 둥지골 캠핑장,경기도 용인시 처인구 원삼면 죽능리 26-47,경기도 용인시 처인구 원삼면 후평로185번길 39,17170,호수,카라반,반려동물,3,229123.8599,403873.2271,,,
비손관광농원 야영장,경상북도 포항시 북구 청하면 서정리 326-1,경상북도 포항시 북구 청하면 비학로 1889-157,37515,산,캠핑,가족,16,408392.6689,302150.3411,,,
유곡면 농촌체험랜드,경상남도 의령군 유곡면 당동리 404,경상남도 의령군 유곡면 청정로 2278,52113,강,글램핑,연인,17,319504.312,215577.408,,,
다둥이네캠핑장,경기도 가평군 북면 화악리 678-1,경기도 가평군 북면 화악산로 636,12402,바다,이지캠핑,키즈,3,249427.7965,492611.0111,,,
시골학교캠핑장,충청북도 제천시 봉양읍 옥전리 180,충청북도 제천시 봉양읍 제원로 653,27106,호수,카라반,반려동물,8,298113.8547,408519.8283,,,
수산하늘풍경,강원도 인제군 남면 수산리 487,강원도 인제군 남면 무학길 34,24647,바다,이지캠핑,키즈,4,289446.0483,497139.3953,,,
곰취향 가득한 팔랑골 캠핑장,강원도 양구군 동면 팔랑리 1278-1,강원도 양구군 동면 바랑길 34-94,24506,호수,카라반,반려동물,4,292632.5963,523644.6101,,,
러빙네이쳐,강원도 인제군 남면 부평리 1070-2 38휴게소,"강원도 인제군 남면 설악로 1129, 38휴게소",24646,산,캠핑,가족,4,297932.6514,500455.004,,,
텐타우스 보문지점,경상북도 경주시 천군동 1579-3,경상북도 경주시 경감로 466-311 (천군동),38118,강,글램핑,연인,16,405146.7734,259522.8746,,,
주전패밀리캠핑장,울산광역시 동구 주전동 714-4,울산광역시 동구 주전해안길 300 (주전동),44013,바다,이지캠핑,키즈,14,422545.7794,230767.0519,,,
홀리데이캠핑파크,경기도 안산시 단원구 대부북동 1851-2,경기도 안산시 단원구 서위매봉길 14 (대부북동),15638,호수,카라반,반려동물,3,161685.784,420309.6617,,,
산머루농원캠핑장,경기도 파주시 적성면 객현리 44-3,경기도 파주시 적성면 윗배우니길 441-42,10804,산,캠핑,가족,3,196464.4788,495098.1686,,,
일곱식구 캠핑장,전라북도 정읍시 칠보면 시산리 19-1,전라북도 정읍시 칠보면 행단1길 153,56128,강,글램핑,연인,9,201164.4049,231892.0035,,,
숲내음카라반캠핑장,전라북도 완주군 상관면 죽림리 628-1,전라북도 완주군 상관면 죽림편백길 143-5,55360,호수,카라반,반려동물,9,218708.6182,249086.7314,,,
포게더 카라반 <지조개발>,경상남도 거제시 사등면 덕호리 269,경상남도 거제시 사등면 덕호해안길 147-1,53274,산,캠핑,가족,17,334610.7438,153627.7444,,,
안림딸기마을 캠핑장,경상북도 고령군 쌍림면 안림리 177-1 안림초등학교,"경상북도 고령군 쌍림면 안림천길 19-6, 안림초등학교",40160,바다,이지캠핑,키즈,16,314034.1893,244279.2281,,,
레저빌봉산,경상남도 합천군 봉산면 김봉리 418,경상남도 합천군 봉산면 서부로 4344-11,50211,호수,카라반,반려동물,17,294544.1521,236860.378,,,
둥지캠핑장,강원도 화천군 사내면 용담리 111-9,"강원도 화천군 사내면 돈내미길 183-39, 둥지캠핑장",24152,산,캠핑,가족,4,248474.9001,507723.5987,,,
네이스트 프라이빗 음성,충청북도 음성군 원남면 삼용리 471,충청북도 음성군 원남면 덕생로 167-15,27723,바다,이지캠핑,키즈,8,253253.1041,377158.1004,,,
블루문 오토캠핑,세종특별자치시 연서면 와촌리 806-2,세종특별자치시 연서면 기와말1길 20,30046,호수,카라반,반려동물,6,222368.0195,339747.0896,,,
갈천힐링캠프,강원도 양양군 서면 갈천리 127-5,강원도 양양군 서면 구룡령로 1103-45,25040,산,캠핑,가족,4,332324.6488,490436.6225,,,
호수위의하루,충청북도 충주시 중앙탑면 탑평리 518-19,충청북도 충주시 중앙탑면 반천안길 63,27447,강,글램핑,연인,8,276145.9652,393338.8158,,,
수입리 캠핑장,경기도 양평군 서종면 수입리 249-3,경기도 양평군 서종면 화서로246번길 22-6,12500,바다,이지캠핑,키즈,3,235164.2448,459857.7773,,,
매물도야영장,경상남도 통영시 한산면 매죽리 34-13,경상남도 통영시 한산면 당금길 50-9,53097,산,캠핑,가족,17,344480.6098,128741.7363,,,
물의나라 캠핑장,경기도 가평군 조종면 상판리 146,경기도 가평군 조종면 명지산로 475,12431,바다,이지캠핑,키즈,3,233464.1723,489845.6594,,,
안면도스쿨버스캠핑장,충청남도 태안군 안면읍 중장리 1586-1,충청남도 태안군 안면읍 안면대로 3356-1,32168,호수,카라반,반려동물,7,142668.6912,331541.2857,,,
캠핑소사이어티,경상남도 진주시 내동면 유수리 564-6,"경상남도 진주시 내동면 내축로 523, 캠핑소사이어티",52848,산,캠핑,가족,17,293119.6387,181557.2009,,,
금계관광농원,충청남도 공주시 유구읍 문금리 599,충청남도 공주시 유구읍 문금길 86,32500,강,글램핑,연인,7,198482.9259,348486.3857,,,
산내 명수관광농원,경상북도 경주시 산내면 감산리 1278,경상북도 경주시 산내면 장사길 46-17,38185,산,캠핑,가족,16,385284.5562,256402.2292,,,
수승대체험휴양마을,경상남도 거창군 위천면 강천리 99-1,경상남도 거창군 위천면 원학길 410,50103,강,글램핑,연인,17,275073.8909,250635.4067,,,
평창 자연속쉼표캠핑장,강원도 평창군 봉평면 흥정리 95-3,강원도 평창군 봉평면 흥정계곡4길 171-10,25300,바다,이지캠핑,키즈,4,315399.4437,462413.8851,,,
글램핑로망,대구광역시 달성군 옥포읍 김흥리 973,대구광역시 달성군 옥포읍 옥포로111길 85-6,42977,호수,카라반,반려동물,12,335102.3037,250061.3495,,,
강가민박캠핑장,경상남도 거창군 북상면 농산리 601-1,경상남도 거창군 북상면 덕유월성로 2123-15,50101,강,글램핑,연인,17,272262.0974,253570.0236,,,
김삿갓삿갓 쉼터,"강원도 영월군 김삿갓면 각동리 126-20 , 126-23",강원도 영월군 김삿갓면 강변로 1390,26245,바다,이지캠핑,키즈,4,335890.9972,402400.2877,,,
아띠캠핑장,경기도 연천군 군남면 삼거리 597,경기도 연천군 군남면 군남로 373,11006,호수,카라반,반려동물,3,201398.5353,508688.2745,,,
우이동 가족캠핑장,서울특별시 강북구 우이동 317 우이동 가족캠핑장 방문자센터,"서울특별시 강북구 삼양로181길 28, 우이동 가족캠핑장 (우이동)",1000,산,캠핑,가족,1,200948.8462,462561.2619,,,
달숲스테이,충청북도 제천시 금성면 월림리 16-2,충청북도 제천시 금성면 산곡3길 151,27208,강,글램핑,연인,8,305652.461,399155.1032,,,
문두리 캠핑장,경상북도 경주시 산내면 대현리 2747-221,경상북도 경주시 산내면 문복로 333-42,38187,호수,카라반,반려동물,16,385901.5687,242359.721,,,
천안밤나무골가족캠핑농원,충청남도 천안시 서북구 성거읍 송남리 산 40,충청남도 천안시 서북구 성거읍 보명사길 74-13,31046,바다,이지캠핑,키즈,7,217781.6783,372918.9291,,,
두바퀴로 가는 자동차 관광농원,경상북도 경주시 산내면 신원리 647,경상북도 경주시 산내면 외칠일부길 278-182,38186,호수,카라반,반려동물,16,380909.9794,252291.5535,,,
오래캠핑장,경기도 가평군 북면 소법리 137-2번지,경기도 가평군 북면 화악산로 233,12404,산,캠핑,가족,3,249138.3631,488985.378,,,
HJ글램핑,"경기도 포천시 이동면 도평리 512-4번지 외 3필지(510-2,510-3,512-3)",경기도 포천시 이동면 금강로 6169,11110,강,글램핑,연인,3,234161.9092,508515.4428,,,
경주 더숲 관광농원,경상북도 경주시 내남면 명계리 485-2,경상북도 경주시 내남면 내외로 731-107,38198,바다,이지캠핑,키즈,16,404135.2846,247796.8421,,,
옥계마을회영농조합법인,경상남도 거제시 하청면 연구리 414-9,경상남도 거제시 하청면 칠천로 265-17,53203,호수,카라반,반려동물,17,348810.6758,165612.9599,,,
스톤힐,경상남도 거제시 수월동 122-12,경상남도 거제시 수양1길 92-5 (수월동),53240,산,캠핑,가족,17,351263.6243,156106.9357,,,
풍혈산 캠핑장,경기도 포천시 일동면 수입리 903번지,경기도 포천시 일동면 성장로 397,11115,강,글램핑,연인,3,225876.5087,501327.3308,,,
썬오브캠핑장,경기도 포천시 이동면 도평리 538-6,경기도 포천시 이동면 금강로6263번길 14,11110,호수,카라반,반려동물,3,234115.8248,509505.9274,,,
명성산글램핑,경기도 포천시 영북면 산정리 390-4번지,경기도 포천시 영북면 산정호수로 1017,11103,산,캠핑,가족,3,227984.3121,509754.4629,,,
포천 자연마을 서울캠핑장,경기도 포천시 관인면 사정리 136-1번지,경기도 포천시 관인면 북원로 371-115,11101,강,글램핑,연인,3,222148.8089,513451.4681,,,
맑은물소리 캠핑장,경기도 포천시 관인면 삼율리 6,경기도 포천시 관인면 담터길 123,11100,바다,이지캠핑,키즈,3,218017.8956,516222.1331,,,
나무다 캠핑장,경기도 포천시 신북면 심곡리 763 외 1필지(769-1),경기도 포천시 신북면 깊이울로 167,11136,호수,카라반,반려동물,3,215089.0711,491132.4856,,,
대청마루 물소리,경기도 포천시 관인면 삼율리 10번지 외 1필지(493번지),경기도 포천시 관인면 담터길 239,11100,강,글램핑,연인,3,217307.217,517003.8877,,,
깊이울 달빛 캠핑장,"경기도 포천시 신북면 심곡리 734-3번지 외 2필지(734-2, 734-7)",경기도 포천시 신북면 깊이울로 204,11136,바다,이지캠핑,키즈,3,214811.0118,490997.493,,,
사랑나무 캠핑장,"강원도 영월군 김삿갓면 내리 87번지 외 5필지(산53-1, 88-2, 89, 90, 산53)",강원도 영월군 김삿갓면 내리계곡로 131-12,26247,산,캠핑,가족,4,355059.1666,398006.468,,,
